path,name,family,role,sizeX,sizeY,sizeZ,minX,minY,minZ,maxX,maxY,maxZ,renderers,triangles,materials,skinned
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Rubbish_09.prefab","SM_Prop_Rubbish_09",Prop,Other,0.61,1.68,0.61,-0.31,0.00,-0.31,0.31,1.68,0.31,1,104,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Rubbish_Pile_01.prefab","SM_Prop_Rubbish_Pile_01",Prop,Other,4.40,1.80,2.03,-2.20,-0.04,-0.06,2.20,1.76,1.97,1,1603,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Rubbish_Pile_02.prefab","SM_Prop_Rubbish_Pile_02",Prop,Other,3.59,1.72,1.73,-1.80,-0.04,-0.86,1.80,1.68,0.86,1,1260,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Rubbish_Pile_03.prefab","SM_Prop_Rubbish_Pile_03",Prop,Other,2.16,1.62,2.32,-1.08,-0.05,-1.16,1.08,1.57,1.16,1,930,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Rubbish_Pile_04.prefab","SM_Prop_Rubbish_Pile_04",Prop,Other,2.26,0.97,2.16,-1.13,-0.03,-1.08,1.13,0.94,1.08,1,440,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Rubbish_Pile_05.prefab","SM_Prop_Rubbish_Pile_05",Prop,Other,2.38,0.87,1.94,-1.19,-0.02,-0.97,1.19,0.85,0.97,1,608,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Rusted_Drum_01.prefab","SM_Prop_Rusted_Drum_01",Prop,Other,0.70,1.05,0.71,-0.36,0.00,-0.36,0.34,1.05,0.35,1,308,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Scarecrow_01.prefab","SM_Prop_Scarecrow_01",Prop,Other,1.67,3.29,0.50,-0.97,-0.67,-0.12,0.70,2.62,0.39,1,3518,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_SeedPacket_01.prefab","SM_Prop_SeedPacket_01",Prop,Other,0.23,0.28,0.07,-0.11,0.00,-0.03,0.11,0.28,0.03,1,96,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_SeedPacket_02.prefab","SM_Prop_SeedPacket_02",Prop,Other,0.23,0.28,0.06,-0.11,0.00,-0.03,0.11,0.28,0.03,1,96,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_SignPost_01.prefab","SM_Prop_SignPost_01",Prop,Other,1.15,0.54,0.11,-0.49,-0.02,-0.06,0.65,0.52,0.05,1,114,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_SignPost_02.prefab","SM_Prop_SignPost_02",Prop,Other,0.93,1.85,0.25,-0.47,-0.12,-0.12,0.47,1.73,0.12,1,106,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_SignPost_03.prefab","SM_Prop_SignPost_03",Prop,Other,0.09,1.37,0.09,-0.05,0.00,-0.04,0.04,1.37,0.04,1,30,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Apples_01.prefab","SM_Prop_Sign_Apples_01",Prop,Other,0.87,0.41,0.02,-0.43,0.00,0.00,0.43,0.41,0.02,1,44,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Cheeries_01.prefab","SM_Prop_Sign_Cheeries_01",Prop,Other,1.10,0.37,0.03,-0.55,0.00,0.00,0.55,0.37,0.03,1,44,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Cucumbers_01.prefab","SM_Prop_Sign_Cucumbers_01",Prop,Other,1.06,0.34,0.02,-0.53,0.00,0.00,0.53,0.34,0.02,1,56,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Fruit_01.prefab","SM_Prop_Sign_Fruit_01",Prop,Other,0.97,0.34,0.02,-0.49,0.00,0.00,0.49,0.34,0.02,1,56,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Oranges_01.prefab","SM_Prop_Sign_Oranges_01",Prop,Other,0.86,0.30,0.02,-0.43,0.00,0.00,0.43,0.30,0.02,1,56,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Peaches_01.prefab","SM_Prop_Sign_Peaches_01",Prop,Other,1.17,0.41,0.03,-0.58,0.00,0.00,0.58,0.41,0.03,1,56,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Plums_01.prefab","SM_Prop_Sign_Plums_01",Prop,Other,0.87,0.34,0.02,-0.43,0.00,0.00,0.43,0.34,0.02,1,44,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Potatoes_01.prefab","SM_Prop_Sign_Potatoes_01",Prop,Other,0.87,0.28,0.02,-0.43,0.00,0.00,0.43,0.28,0.02,1,44,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Pumpkins_01.prefab","SM_Prop_Sign_Pumpkins_01",Prop,Other,1.15,0.34,0.02,-0.57,0.00,0.00,0.57,0.34,0.02,1,56,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Squash_01.prefab","SM_Prop_Sign_Squash_01",Prop,Other,0.87,0.34,0.02,-0.43,0.00,0.00,0.43,0.34,0.02,1,44,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Strawberries_01.prefab","SM_Prop_Sign_Strawberries_01",Prop,Other,1.17,0.34,0.02,-0.58,0.00,0.00,0.58,0.34,0.02,1,56,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sign_Veges_01.prefab","SM_Prop_Sign_Veges_01",Prop,Other,0.87,0.34,0.02,-0.43,0.00,0.00,0.43,0.34,0.02,1,44,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_SpoolWheel_01.prefab","SM_Prop_SpoolWheel_01",Prop,Other,1.56,1.02,1.56,-0.78,-0.02,-0.78,0.78,1.00,0.78,1,258,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sprinkler_01.prefab","SM_Prop_Sprinkler_01",Prop,Other,0.14,1.60,0.27,-0.07,0.00,-0.21,0.07,1.60,0.06,1,268,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Sprinkler_Hose_01.prefab","SM_Prop_Sprinkler_Hose_01",Prop,Other,0.13,0.09,3.01,-0.06,-0.02,0.00,0.07,0.07,3.01,1,68,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Stop_Sign_01.prefab","SM_Prop_Stop_Sign_01",Prop,Other,0.61,2.27,0.11,-0.31,0.00,-0.05,0.31,2.27,0.05,1,160,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Table_01.prefab","SM_Prop_Table_01",Prop,Other,1.21,0.88,2.45,-0.60,0.00,-1.22,0.60,0.88,1.22,1,716,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Table_02.prefab","SM_Prop_Table_02",Prop,Other,1.21,0.88,2.41,-0.60,0.00,-1.22,0.60,0.88,1.19,1,216,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_ToolBox_01.prefab","SM_Prop_ToolBox_01",Prop,Other,0.27,0.33,0.72,-0.13,0.00,-0.36,0.13,0.33,0.36,2,320,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tool_Axe_01.prefab","SM_Prop_Tool_Axe_01",Prop,Other,0.07,1.03,0.27,-0.03,-0.67,-0.09,0.03,0.36,0.18,1,142,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tool_Bucket_01.prefab","SM_Prop_Tool_Bucket_01",Prop,Other,0.36,0.28,0.37,-0.18,0.00,-0.19,0.18,0.28,0.18,1,124,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tool_Hayfork_01.prefab","SM_Prop_Tool_Hayfork_01",Prop,Other,0.37,1.79,0.15,-0.18,-1.76,-0.04,0.18,0.03,0.11,1,154,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tool_Hoe_01.prefab","SM_Prop_Tool_Hoe_01",Prop,Other,0.33,1.31,0.32,-0.17,-1.28,-0.11,0.17,0.03,0.21,1,170,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tool_Pitchfork_01.prefab","SM_Prop_Tool_Pitchfork_01",Prop,Other,0.29,1.51,0.08,-0.15,-1.48,-0.04,0.15,0.03,0.05,1,130,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tool_Rake_01.prefab","SM_Prop_Tool_Rake_01",Prop,Other,0.52,1.39,0.16,-0.26,-1.36,-0.03,0.26,0.03,0.13,1,148,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tool_Scythe_01.prefab","SM_Prop_Tool_Scythe_01",Prop,Other,0.88,1.22,0.23,-0.78,-0.87,-0.02,0.10,0.35,0.21,1,194,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tool_Spade_01.prefab","SM_Prop_Tool_Spade_01",Prop,Other,0.25,1.47,0.07,-0.12,-1.44,-0.05,0.12,0.03,0.03,1,94,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Trough_01.prefab","SM_Prop_Trough_01",Prop,Other,3.22,0.42,0.92,-1.61,-0.07,-0.46,1.61,0.35,0.46,2,138,2,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Truck_Rusted_01.prefab","SM_Prop_Truck_Rusted_01",Prop,Other,2.43,2.44,6.62,-1.21,0.00,-3.31,1.21,2.44,3.31,1,5936,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Tyre_01.prefab","SM_Prop_Tyre_01",Prop,Other,1.72,0.53,1.72,-0.86,0.00,-0.86,0.86,0.53,0.86,1,1522,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Ute_Wreck_01.prefab","SM_Prop_Ute_Wreck_01",Prop,Other,2.19,1.96,5.50,-1.14,-0.03,-2.75,1.05,1.93,2.75,1,4434,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Vice_01.prefab","SM_Prop_Vice_01",Prop,Other,0.36,0.44,0.20,-0.14,-0.24,-0.10,0.22,0.20,0.10,3,418,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Watering_Can_01.prefab","SM_Prop_Watering_Can_01",Prop,Other,0.22,0.47,0.74,-0.11,0.00,-0.26,0.11,0.47,0.48,2,646,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Weathervane_01.prefab","SM_Prop_Weathervane_01",Prop,Other,1.23,2.17,1.61,-0.67,0.00,-0.87,0.56,2.17,0.74,2,724,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Weathervane_02.prefab","SM_Prop_Weathervane_02",Prop,Other,1.43,1.12,1.36,-0.72,0.00,-0.68,0.72,1.12,0.68,1,186,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Well_01.prefab","SM_Prop_Well_01",Prop,Other,1.60,1.68,1.41,-0.70,-0.27,-0.71,0.90,1.41,0.71,2,717,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Wheelbarrow_01.prefab","SM_Prop_Wheelbarrow_01",Prop,Other,0.71,0.85,2.09,-0.35,-0.25,-1.84,0.35,0.60,0.25,2,694,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Wheelbarrow_Metal_01.prefab","SM_Prop_Wheelbarrow_Metal_01",Prop,Other,0.69,1.01,1.93,-0.35,-0.18,-1.48,0.34,0.84,0.45,2,666,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Windfarm_01.prefab","SM_Prop_Windfarm_01",Prop,Other,38.85,87.09,9.87,-19.10,-0.62,-5.60,19.76,86.47,4.26,2,1308,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Windmill_01.prefab","SM_Prop_Windmill_01",Prop,Other,3.77,11.48,4.83,-1.86,-0.05,-3.55,1.90,11.43,1.28,3,1075,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Wood_Stack_01.prefab","SM_Prop_Wood_Stack_01",Prop,Other,1.91,0.72,1.09,-0.96,0.00,-0.55,0.96,0.72,0.55,1,432,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Prop_Wood_Stack_02.prefab","SM_Prop_Wood_Stack_02",Prop,Other,0.68,0.51,1.09,-0.35,0.00,-0.55,0.32,0.51,0.55,1,120,1,0
"Assets/Synty/PolygonFarm/Prefabs/Props/SM_Wep_Shotgun_01.prefab","SM_Wep_Shotgun_01",Wep,Other,0.05,0.18,1.21,-0.03,-0.12,-0.28,0.03,0.07,0.93,4,968,1,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Attach_Baler_01.prefab","SM_Veh_Attach_Baler_01",Veh,Other,2.25,2.67,6.74,-1.11,-0.03,-6.65,1.14,2.65,0.08,8,7313,1,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Attach_Planter_01.prefab","SM_Veh_Attach_Planter_01",Veh,Other,11.44,1.51,3.91,-5.72,-0.01,-3.83,5.72,1.50,0.08,2,8870,1,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Attach_Plough_01.prefab","SM_Veh_Attach_Plough_01",Veh,Other,3.73,0.98,8.11,-1.82,-0.02,-8.03,1.90,0.96,0.08,5,1862,1,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Attach_Sprayer_01.prefab","SM_Veh_Attach_Sprayer_01",Veh,Other,8.85,1.76,5.56,-4.43,-0.02,-5.48,4.43,1.74,0.08,5,2562,1,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Attach_Trailer_Cage_01.prefab","SM_Veh_Attach_Trailer_Cage_01",Veh,Other,2.41,2.08,5.05,-1.20,-0.02,-4.97,1.20,2.06,0.08,4,2642,2,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Attach_Trailer_Cylinder_01.prefab","SM_Veh_Attach_Trailer_Cylinder_01",Veh,Other,2.35,2.06,5.46,-1.18,-0.01,-5.37,1.18,2.04,0.08,3,1732,1,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Attach_Trailer_Tank_01.prefab","SM_Veh_Attach_Trailer_Tank_01",Veh,Other,2.35,2.07,6.07,-1.18,-0.03,-5.99,1.18,2.04,0.08,5,2568,1,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Harvester_01.prefab","SM_Veh_Harvester_01",Veh,Other,5.02,3.86,8.39,-2.55,-0.04,-4.06,2.47,3.83,4.33,9,12115,2,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Pickup_01.prefab","SM_Veh_Pickup_01",Veh,Other,2.30,1.87,5.68,-1.15,-0.02,-2.92,1.15,1.85,2.75,7,7010,2,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_TractorOld_01.prefab","SM_Veh_TractorOld_01",Veh,Other,2.10,2.21,3.30,-1.05,-0.04,-1.69,1.05,2.17,1.61,6,8970,1,0
"Assets/Synty/PolygonFarm/Prefabs/Vehicles/SM_Veh_Tractor_01.prefab","SM_Veh_Tractor_01",Veh,Other,2.79,3.24,7.22,-1.39,-0.05,-2.53,1.39,3.19,4.69,9,13126,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_45_Floor_01.prefab","SM_Bld_Base_45_Floor_01",Bld,Floor,2.50,0.00,2.50,-2.50,0.00,0.00,0.00,0.00,2.50,1,1,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_45_Floor_Combined_01.prefab","SM_Bld_Base_45_Floor_Combined_01",Bld,Floor,2.50,0.10,2.50,-2.50,-0.09,0.00,0.00,0.01,2.50,1,14,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_45_Wall_01.prefab","SM_Bld_Base_45_Wall_01",Bld,Wall,2.72,3.01,2.72,-2.61,0.00,-0.11,0.11,3.01,2.61,1,28,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_45_Wall_Door_01.prefab","SM_Bld_Base_45_Wall_Door_01",Bld,Door,2.72,3.01,2.72,-2.61,0.00,-0.11,0.11,3.01,2.61,1,132,3,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_45_Wall_Half_01.prefab","SM_Bld_Base_45_Wall_Half_01",Bld,Wall,2.72,1.50,2.72,-2.61,0.00,-0.11,0.11,1.50,2.61,1,28,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Ceiling_01.prefab","SM_Bld_Base_Ceiling_01",Bld,Other,2.50,0.00,2.50,-2.50,0.00,0.00,0.00,0.00,2.50,1,2,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Ceiling_45_01.prefab","SM_Bld_Base_Ceiling_45_01",Bld,Other,2.50,0.00,2.50,-2.50,0.00,0.00,0.00,0.00,2.50,1,1,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Ceiling_Half_01.prefab","SM_Bld_Base_Ceiling_Half_01",Bld,Other,2.50,0.00,1.25,-2.50,0.00,0.00,0.00,0.00,1.25,1,2,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Ceiling_Quarter_01.prefab","SM_Bld_Base_Ceiling_Quarter_01",Bld,Other,1.25,0.00,1.25,-1.25,0.00,0.00,0.00,0.00,1.25,1,2,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Door_01.prefab","SM_Bld_Base_Door_01",Bld,Door,1.00,1.97,0.25,-1.00,0.00,-0.12,0.00,1.97,0.12,1,124,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Door_Large_01.prefab","SM_Bld_Base_Door_Large_01",Bld,Door,1.13,2.47,0.25,-1.13,0.00,-0.12,0.00,2.47,0.12,1,124,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Floor_01.prefab","SM_Bld_Base_Floor_01",Bld,Floor,2.50,0.00,2.50,-2.50,0.00,0.00,0.00,0.00,2.50,1,2,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Floor_Combined_01.prefab","SM_Bld_Base_Floor_Combined_01",Bld,Floor,2.50,0.10,2.50,-2.50,-0.09,0.00,0.00,0.01,2.50,1,20,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Floor_Half_01.prefab","SM_Bld_Base_Floor_Half_01",Bld,Floor,2.50,0.10,1.25,-2.50,-0.09,0.00,0.00,0.01,1.25,1,20,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Floor_Hole_01.prefab","SM_Bld_Base_Floor_Hole_01",Bld,Floor,2.50,0.10,2.50,-2.50,-0.09,0.00,0.00,0.01,2.50,1,372,3,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Floor_Quarter_Combined_01.prefab","SM_Bld_Base_Floor_Quarter_Combined_01",Bld,Floor,1.25,0.10,1.25,-1.25,-0.09,0.00,0.00,0.01,1.25,1,20,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Floor_Round_01.prefab","SM_Bld_Base_Floor_Round_01",Bld,Floor,2.50,0.10,2.50,-2.50,-0.09,-2.50,0.00,0.02,0.00,1,32,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_01.prefab","SM_Bld_Base_Pillar_01",Bld,Pillar,0.43,3.02,0.43,-0.21,-0.01,-0.21,0.21,3.01,0.21,1,46,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_02.prefab","SM_Bld_Base_Pillar_02",Bld,Pillar,0.43,3.02,0.43,-0.21,-0.02,-0.21,0.21,3.01,0.21,1,68,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_03.prefab","SM_Bld_Base_Pillar_03",Bld,Pillar,0.43,3.01,0.21,-0.21,-0.01,0.00,0.21,3.01,0.21,1,46,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_04.prefab","SM_Bld_Base_Pillar_04",Bld,Pillar,0.21,3.02,0.21,0.00,-0.02,0.00,0.21,3.01,0.21,1,44,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_05.prefab","SM_Bld_Base_Pillar_05",Bld,Pillar,0.11,3.00,0.11,0.00,0.00,0.00,0.11,3.00,0.11,1,12,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_Half_01.prefab","SM_Bld_Base_Pillar_Half_01",Bld,Pillar,0.39,1.51,0.39,-0.20,0.00,-0.20,0.20,1.51,0.20,1,22,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_Half_02.prefab","SM_Bld_Base_Pillar_Half_02",Bld,Pillar,0.39,1.51,0.39,-0.20,-0.01,-0.20,0.20,1.51,0.20,1,32,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_Half_03.prefab","SM_Bld_Base_Pillar_Half_03",Bld,Pillar,0.39,1.51,0.20,-0.20,0.00,0.00,0.20,1.51,0.20,1,22,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_Half_04.prefab","SM_Bld_Base_Pillar_Half_04",Bld,Pillar,0.20,1.51,0.20,0.00,-0.01,0.00,0.20,1.51,0.20,1,20,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Pillar_Half_05.prefab","SM_Bld_Base_Pillar_Half_05",Bld,Pillar,0.11,1.51,0.11,0.00,-0.01,0.00,0.11,1.50,0.11,1,12,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Cap_01.prefab","SM_Bld_Base_Roof_Cap_01",Bld,Roof,2.50,0.18,0.44,-2.50,-0.01,-0.22,0.00,0.17,0.22,1,28,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Cap_Angle_01.prefab","SM_Bld_Base_Roof_Cap_Angle_01",Bld,Roof,0.26,3.19,2.50,-0.13,-3.01,0.00,0.13,0.17,2.50,1,20,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Cap_Angle_Half_01.prefab","SM_Bld_Base_Roof_Cap_Angle_Half_01",Bld,Roof,0.26,1.69,1.25,-0.13,-1.51,0.00,0.13,0.17,1.25,1,20,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Cap_End_01.prefab","SM_Bld_Base_Roof_Cap_End_01",Bld,Roof,0.49,0.20,0.49,-0.24,-0.01,-0.24,0.24,0.18,0.24,1,28,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Cap_Half_01.prefab","SM_Bld_Base_Roof_Cap_Half_01",Bld,Roof,1.25,0.18,0.44,-1.25,-0.01,-0.22,0.00,0.17,0.22,1,28,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Corner_In_01.prefab","SM_Bld_Base_Roof_Corner_In_01",Bld,Roof,2.50,3.25,2.50,-2.50,-3.14,0.00,0.00,0.11,2.50,1,94,3,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Corner_Out_01.prefab","SM_Bld_Base_Roof_Corner_Out_01",Bld,Roof,2.50,3.25,2.50,-2.50,-3.14,0.00,0.00,0.11,2.50,1,78,3,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Half_01.prefab","SM_Bld_Base_Roof_Half_01",Bld,Roof,2.50,1.75,1.25,-2.50,-1.64,0.00,0.00,0.11,1.25,1,64,3,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Half_02.prefab","SM_Bld_Base_Roof_Half_02",Bld,Roof,1.25,3.25,2.50,-1.25,-3.14,0.00,0.00,0.11,2.50,1,54,3,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Quarter_01.prefab","SM_Bld_Base_Roof_Quarter_01",Bld,Roof,1.25,1.75,1.25,-1.25,-1.64,0.00,0.00,0.11,1.25,1,54,3,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Straight_01.prefab","SM_Bld_Base_Roof_Straight_01",Bld,Roof,2.50,3.25,2.50,-2.50,-3.14,0.00,0.00,0.11,2.50,1,64,3,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Trim_01.prefab","SM_Bld_Base_Roof_Trim_01",Bld,Roof,2.50,0.15,0.30,-2.50,-0.08,-0.03,0.00,0.06,0.26,1,36,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Trim_Corner_01.prefab","SM_Bld_Base_Roof_Trim_Corner_01",Bld,Roof,0.32,0.16,0.32,-0.29,-0.09,-0.03,0.04,0.08,0.28,1,48,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Roof_Trim_Half_01.prefab","SM_Bld_Base_Roof_Trim_Half_01",Bld,Roof,1.25,0.15,0.30,-1.25,-0.08,-0.03,0.00,0.06,0.26,1,36,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Stair_Half_01.prefab","SM_Bld_Base_Stair_Half_01",Bld,Stair,2.50,1.08,1.25,-2.50,-0.33,-1.25,0.00,0.75,0.00,1,56,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Stair_Quarter_01.prefab","SM_Bld_Base_Stair_Quarter_01",Bld,Stair,2.50,0.70,0.62,-2.50,-0.33,-0.62,0.00,0.38,0.00,1,28,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Stairs_01.prefab","SM_Bld_Base_Stairs_01",Bld,Stair,2.50,1.83,2.50,-2.50,-0.33,-2.50,0.00,1.50,0.00,1,104,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Stairs_02.prefab","SM_Bld_Base_Stairs_02",Bld,Stair,2.50,3.33,2.50,-2.50,-0.33,-2.50,0.00,3.00,0.00,1,220,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Stairwell_Wall_01.prefab","SM_Bld_Base_Stairwell_Wall_01",Bld,Stair,2.50,1.50,0.23,-2.50,0.00,-0.11,0.00,1.50,0.11,1,14,1,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Wall_01.prefab","SM_Bld_Base_Wall_01",Bld,Wall,2.50,3.01,0.23,-2.50,0.00,-0.11,0.00,3.01,0.11,1,20,2,0
"Assets/Synty/PolygonGeneric/Prefabs/Base/SM_Bld_Base_Wall_Angle_01.prefab","SM_Bld_Base_Wall_Angle_01",Bld,Wall,2.50,3.01,0.23,-2.50,0.00,-0.11,0.00,3.01,0.11,1,14,2,0
